#
# The g8b run table. This is in a format which can be handled by TExpTable (a root class by K.Livingston).
#
# It is "extensible". If you want to add a column of your own please do so.
# The variable name must have no spaces in it, and the type must be %d, %f or %s.
# There MUST be a corresponding entry in every row.
#
# To generate the header for this, run the script table2header like this:
# Defined variables in header file: allruns.h
#
# The header defines c variables with an RT_ prefix for each variable name.
# eg. int RT_Run; for "Run", etc.
#
#You need to include this in your analysis code
#Something like this
#
#//----------------------------------- myanalysis.C -----------------------------------------
##include "allruns.h"
#...
#...
#...
#class TExpTable *expTable;
#...
#...
#char **filelist[]={"clas_47848.A00.root","clas_47849.A02.root",.....,NULL};
#...
#myanalysis(){
#  char *file;
#  int fcounter=0,run;
#  expTable = new TExpTable("dat/allruns.dat",RunTableVariables); //create a table object
#  ...
#  ...
#  while((file=filelist[fcounter++])!=NULL){                      //loop over all files
#    sscanf(strchr(file,'_')+1,"%d",&run);                        //get run number from filename
#    expTable->GetAllForValue(run,"Run");                         //update all variables for this run
#
#    if(RT_Radiat==AMO) myAmoFileRoutine();                       //do something based on a RT variable
#  }
#}
#
#
#//------------------------------------------------------------------------------------------
Variables: Run AmoRun S_Date   S_Time  File    Event  Time  Target  LiveF   LiveC   Beam    I   Torus Mini ec_hi ec_lo cc_hi FcupA   Radiat  Good 	Edge Comment
Row:     48296 48290 05-08-08    03:00   27 21278219  111  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48297 48290 05-08-08    04:53   26 20018255  112  H2_full  0.87     0.93   4558    8.0   1928   0   28   28   50      101  DPERPL2    G	1.3  -
Row:     48298 48290 05-08-08    06:47   26 20192791  106  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48299 48299 05-08-08    08:37   28 22257245  145  H2_full  0.91     0.93   4558    8.0   1928   0   28   28   50       11    AMOL2    G	1.3  -
Row:     48301 48301 05-08-08    11:12   16 12810416   95  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    G	1.3  -
Row:     48302 48302 05-08-08    12:55    2  1360774   11  H2_full  0.94     0.94   4558    8.0   1928   0   28   28   50       17    AMOL2    J	1.3  -
Row:     48305 48305 05-08-08    14:19   25 20109222  138  H2_full  0.93     0.93   4558    8.0   1928   0   28   28   50      325    AMOL2    J	1.3  -
Row:     48306 48306 05-08-08    16:44    8  5804427   41  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    J	1.3  -
Row:     48307 48307 05-08-08    17:28   26 20305859  146  H2_full  0.97     0.93   4558    8.0   1928   0   28   28   50       31    AMOL2    J	1.3  -
Row:     48308 48308 05-08-08    19:58   26 20101212  128  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    J	1.3  -
Row:     48309 48308 05-08-08    22:55   26 20669721  121  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        1  DPARAL2    G	1.3  -
Row:     48310 48308 05-08-09    00:59   26 20270395  109  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPARAL2    G	1.3  -
Row:     48315 48308 05-08-09    04:25   26 20164799  110  H2_full  0.67     0.93   4558    8.0   1928   0   28   28   50        3  DPARAL2    G	1.3  -
Row:     48316 48308 05-08-09    06:18   26 20364330  109  H2_full  1.00     0.93   4558    8.0   1928   0   28   28   50        8  DPARAL2    G	1.3  -
Row:     48317 48308 05-08-09    08:10   27 20993852  112  H2_full  1.00     0.93   4558    8.0   1928   0   28   28   50       26  DPARAL2    G	1.3  -
Row:     48318 48308 05-08-09    10:05   26 20611086  110  H2_full  0.94     0.93   4558    8.0   1928   0   28   28   50       36  DPARAL2    G	1.3  -
Row:     48319 48308 05-08-09    11:58   26 20035330  108  H2_full  0.90     0.93   4558    8.0   1928   0   28   28   50       29  DPARAL2    G	1.3  -
Row:     48320 48308 05-08-09    13:48   25 19523714  115  H2_full  0.98     0.93   4558    8.0   1928   0   28   28   50      602  DPARAL2    G	1.3  -
Row:     48321 48308 05-08-09    15:51    5 10209087   22  H2_full  0.00     0.08   4558    0.1   1928   0   28   28   50       15  DPERPL2    G	1.3  -
Row:     48322 48308 05-08-09    18:38   26 20169151  141  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        1  DPERPL2    G	1.3  -
Row:     48323 48308 05-08-09    21:05   26 20141103  121  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48325 48308 05-08-09    23:19    1   716715    4  H2_full  0.00     0.00   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48326 48308 05-08-09    23:45   27 20702041  116  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48327 48308 05-08-10    01:46   25 19302136  114  H2_full  0.00     0.94   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48328 48308 05-08-10    03:48   26 20628993  114  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48329 48308 05-08-10    05:49   26 20029079  112  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48330 48308 05-08-10    07:47   10  7850925   43  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0  DPERPL2    G	1.3  -
Row:     48331 48308 05-08-10    12:32    1   178682   27  H2_full  0.00     0.00   4558    0.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48332 48308 05-08-10    13:51   18 12832360   79  H2_full  0.00     0.93   4558    7.6   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48333 48308 05-08-10    15:14    2   787934    6  H2_full  0.00     0.96   4558    7.6   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48334 48308 05-08-10    17:00    1     3250   33  H2_full  0.00     1.17   4558   12.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48335 48308 05-08-11    00:14   26 20048392  125  H2_full  0.00     0.93   4558   12.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48336 48308 05-08-11    02:27   13  9978959  137  H2_full  0.00     0.92   4558   12.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48337 48308 05-08-11    05:23   26 20342833  126  H2_full  0.00     0.92   4558   12.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48338 48308 05-08-11    07:33   19 14698446   96  H2_full  0.00     0.93   4558   12.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48339 48308 05-08-11    09:28   26 20134864  107  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48340 48308 05-08-11    11:20   25 19596081  101  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48341 48308 05-08-11    16:24   26 20028867  190  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48342 48308 05-08-11    19:38   26 20026552  102  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48343 48308 05-08-11    21:26   20 15646867   83  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48344 48308 05-08-11    22:52   29 22252627  115  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48348 48308 05-08-12    01:18   28 21367678  109  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48349 48308 05-08-12    03:10   27 20586389  111  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48350 48308 05-08-12    05:08    9  6494705   82  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48351 48308 05-08-12    06:44   26 20123722  110  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48352 48352 05-08-12    08:48   25 20048611  129  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    G	2.1  -
Row:     48353 48353 05-08-12    11:00   25 20021110  126  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    G	2.1  -
Row:     48354 48354 05-08-12    13:16   26 20099903  134  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        0    AMOL2    G	2.1  -
Row:     48355 48355 05-08-12    15:32   25 20017809  133  H2_full  0.00     0.93   4558    8.0   1928   0   28   28   50        1    AMOL2    G	2.1  -
Row:     48357 48355 05-08-12    18:51   26 20071652  151  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48358 48355 05-08-12    21:25   26 20060041  112  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48359 48355 05-08-12    23:20   26 20002683  102  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48360 48355 05-08-13    01:06   30 23152182  135  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48361 48355 05-08-13    03:24   26 20013983  103  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48362 48355 05-08-13    05:10   26 19989578  110  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48363 48355 05-08-13    07:04   22 16820757   89  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48364 48355 05-08-13    08:39    5  3754050   39  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48365 48355 05-08-13    09:49   26 20302454  186  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48366 48355 05-08-13    13:22   27 20454712  108  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48367 48355 05-08-13    15:16   27 20517520  141  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48368 48355 05-08-13    17:40   23 17866014  147  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48370 48355 05-08-13    20:51   27 20614825  171  H2_full  0.00     0.93   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48371 48355 05-08-13    23:45   26 20057410  124  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48372 48355 05-08-14    01:54   26 20028621  105  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48373 48355 05-08-14    03:42   26 20024736  110  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48374 48355 05-08-14    05:35   26 20096479  102  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48377 48355 05-08-14    07:45   26 20021490  104  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DPERPL2    G	2.1  -
Row:     48378 48355 05-08-14    09:39    3  1897801   10  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0  DTESTL2    G	2.1  -
Row:     48381 48381 05-08-14    10:58   27 20017035  113  H2_full  0.00     0.92   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48382 48382 05-08-14    12:55   26 19909880  125  H2_full  0.00     0.92   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48383 48383 05-08-14    15:24   27 20159157  116  H2_full  0.00     0.92   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48384 48384 05-08-14    17:23   26 20019829  114  H2_full  0.00     0.92   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48385 48385 05-08-14    19:19   27 20028864  173  H2_full  0.00     0.93   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48386 48386 05-08-14    22:14    1   374868    4  H2_full  0.00     0.97   4558    9.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48387 48387 05-08-14    22:49   27 20178189  126  H2_full  0.00     0.92   4558   14.0   1928   0   28   28   50        0    AMOL2    G       2.1  -
Row:     48388 48387 05-08-15    00:59   27 20576943  112  H2_full  0.00     0.92   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48389 48387 05-08-15    02:55   26 20080827  101  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48390 48387 05-08-15    04:39   26 20052194  125  H2_full  0.00     0.92   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48391 48387 05-08-15    06:47   26 20026299   98  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48392 48387 05-08-15    08:54   26 20024278  103  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48393 48387 05-08-15    10:41   13  9372580   61  H2_full  0.00     0.93   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48394 48387 05-08-15    11:48   10  7194412  201  H2_full  0.00     0.95   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48395 48387 05-08-15    15:14   26 20025541  132  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48396 48387 05-08-15    17:33   30 22406004  117  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48397 48387 05-08-15    19:36   27 20105750  106  H2_full  0.86     0.92   4558   14.9   1928   0   28   28   50        7  DPARAL2    G	2.1  -
Row:     48398 48387 05-08-15    21:25   26 19979614   99  H2_full  0.87     0.91   4558   14.9   1928   0   28   28   50       39  DPARAL2    G	2.1  -
Row:     48399 48387 05-08-15    23:07   16 12236154  113  H2_full  0.94     0.93   4558   14.9   1928   0   28   28   50     3072  DPARAL2    G	2.1  -
Row:     48400 48387 05-08-16    01:19   26 19455366  120  H2_full  0.89     0.92   4558   14.9   1928   0   28   28   50       36  DPARAL2    G	2.1  -
Row:     48405 48387 05-08-16    03:59   26 20024593  107  H2_full  0.00     0.92   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48406 48387 05-08-16    05:48   29 21845708  111  H2_full  0.90     0.91   4558   14.9   1928   0   28   28   50      382  DPARAL2    G	2.1  -
Row:     48407 48387 05-08-16    07:43   26 20020511   99  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48408 48387 05-08-16    09:25    9  6256182   31  H2_full  0.00     0.91   4558   14.9   1928   0   28   28   50        0  DPARAL2    G	2.1  -
Row:     48410 48387 05-08-16    11:58    1  1146309    3  H2_full  0.00     0.16   4558    0.1   1928   0   28   28   50        0  TACNORM    G	2.1  -
Row:     48411 48387 05-08-16    12:04    5 10204592   20  H2_full  0.00     0.13   4558    0.1   1928   0   28   28   50        0  TACNORM    G	2.1  -
Row:     48413 48413 05-08-16    13:00   25 20021694  152  H2_full  1.00     0.94   4558    8.0   1928   0   28   28   50       30    AMOL2    G       2.1  -
Row:     48414 48414 05-08-16    15:36   26 20036342  118  H2_full  0.91     0.92   4558    8.0   1928   0   28   28   50      139    AMOL2    G       2.1  -
Row:     48415 48415 05-08-16    17:38   26 20079637  116  H2_full  0.93     0.92   4558    9.0   1928   0   28   28   50      991    AMOL2    G       2.1  -
Row:     48416 48416 05-08-16    19:36   26 20024337  124  H2_full  0.94     0.93   4558    9.0   1928   0   28   28   50    31442    AMOL2    G       2.1  -
Row:     48417 48417 05-08-16    21:43   17 12773631   79  H2_full  0.93     0.93   4558    9.0   1928   0   28   28   50    29764    AMOL2    G       2.1  -
Row:     48418 48417 05-08-16    23:19   29 20894747  110  H2_full  0.83     0.90   4558   12.0   1928   0   28   28   50    53579  DPARAL2    G	1.5  -
Row:     48419 48417 05-08-17    01:12   28 20153171  103  H2_full  0.85     0.90   4558   11.2   1928   0   28   28   50    66253  DPARAL2    G	1.5  -
Row:     48420 48417 05-08-17    02:58   28 20067072   99  H2_full  0.84     0.89   4558   11.2   1928   0   28   28   50    70848  DPARAL2    G	1.5  -
Row:     48421 48417 05-08-17    04:40   29 20364912   98  H2_full  0.84     0.90   4558   11.2   1928   0   28   28   50    62220  DPARAL2    G	1.5  -
Row:     48422 48417 05-08-17    06:21   28 20024158   97  H2_full  0.83     0.89   4558   11.2   1928   0   28   28   50    64764  DPARAL2    G	1.5  -
Row:     48423 48417 05-08-17    08:01   28 20026711   98  H2_full  0.84     0.90   4558   11.2   1928   0   28   28   50    65912  DPARAL2    G	1.5  -
Row:     48424 48417 05-08-17    09:41   28 20015377   94  H2_full  0.82     0.89   4558   11.2   1928   0   28   28   50    52161  DPARAL2    G	1.5  -
Row:     48426 48417 05-08-17    11:25   28 20020073   96  H2_full  0.83     0.89   4558   11.2   1928   0   28   28   50    52363  DPARAL2    G	1.5  -
Row:     48427 48427 05-08-17    15:38   29 22023997  141  H2_full  0.93     0.92   4558   11.2   1928   0   28   28   50    92765    AMOL2    G       1.5  -
Row:     48428 48428 05-08-17    18:02    7  5020587   60  H2_full  0.94     0.93   4558   11.2   1928   0   28   28   50    23212    AMOL2    G       1.5  -
Row:     48429 48429 05-08-17    19:05   26 20027928  117  H2_full  0.93     0.92   4558    9.0   1928   0   28   28   50    74636    AMOL2    G       1.5  -
Row:     48430 48430 05-08-17    11:05   18 13027928  117  H2_full  0.93     0.92   4558    9.0   1928   0   28   28   50    74636    AMOL2    G       1.5  -
Row:     48431 48430 05-08-17    22:35   27 20028853  105  H2_full  0.88     0.91   4558   11.0   1928   0   28   28   50    54616  DPERPL2    G	1.5  -
Row:     48432 48430 05-08-18    00:23   27 20006381  101  H2_full  0.89     0.91   4558   10.0   1928   0   28   28   50    58743  DPERPL2    G	1.5  -
Row:     48433 48430 05-08-18    02:06    6  4207416  115  H2_full  0.91     0.93   4558   10.0   1928   0   28   28   50    13384  DPERPL2    G	1.5  -
Row:     48434 48430 05-08-18    04:39   28 20207217  101  H2_full  0.87     0.91   4558   10.0   1928   0   28   28   50    48383  DPERPL2    G	1.5  -
Row:     48435 48430 05-08-18    06:24   29 21395112  108  H2_full  0.87     0.91   4558   10.0   1928   0   28   28   50    64967  DPERPL2    G	1.5  -
Row:     48436 48430 05-08-18    08:15   28 20228725  104  H2_full  0.89     0.92   4558   10.0   1928   0   28   28   50    68374  DPERPL2    G	1.5  -
Row:     48437 48430 05-08-18    10:06   28 20252013  103  H2_full  0.89     0.91   4558   10.0   1928   0   28   28   50    68272  DPERPL2    G	1.5  -
Row:     48438 48430 05-08-18    11:51   28 20232117  101  H2_full  0.88     0.91   4558   10.0   1928   0   28   28   50    68895  DPERPL2    G	1.5  -
Row:     48439 48430 05-08-18    13:36   28 20135983   96  H2_full  0.82     0.89   4558   10.0   1928   0   28   28   50    57290  DPERPL2    G	1.5  -
Row:     48440 48430 05-08-18    15:15    5  3162656   44  H2_full  0.83     0.89   4558   10.0   1928   0   28   28   50    11344  DPERPL2    G	1.5  -
Row:     48441 48430 05-08-18    16:09   24 16976301   88  H2_full  0.84     0.90   4558   10.0   1928   0   28   28   50    58424  DPERPL2    G	1.5  -
Row:     48442 48430 05-08-18    17:43   20 13894788  100  H2_full  0.82     0.88   4558   10.0   1928   0   28   28   50    48508  DPERPL2    G	1.5  -
Row:     48443 48430 05-08-18    19:35   28 20026584  101  H2_full  0.81     0.88   4558   10.0   1928   0   28   28   50    69626  DPERPL2    G	1.5  -
Row:     48444 48430 05-08-18    21:18   25 17997163   91  H2_full  0.80     0.88   4558   10.0   1928   0   28   28   50    53987  DPERPL2    G	1.5  -
Row:     48445 48430 05-08-18    23:08   31 22306769  107  H2_full  0.80     0.87   4558   10.0   1928   0   28   28   50    65349  DPARAL2    G	1.5  -
Row:     48446 48430 05-08-19    01:02   29 20505358  101  H2_full  0.80     0.87   4558   11.0   1928   0   28   28   50    56937  DPARAL2    G	1.5  -
Row:     48447 48430 05-08-19    02:46   29 20937336  104  H2_full  0.81     0.88   4558   11.0   1928   0   28   28   50    56157  DPARAL2    G	1.5  -
Row:     48448 48430 05-08-19    04:33   28 19999291   95  H2_full  0.81     0.87   4558   11.0   1928   0   28   28   50    66526  DPARAL2    G	1.5  -
Row:     48449 48430 05-08-19    06:12   28 19995623  101  H2_full  0.81     0.88   4558   11.0   1928   0   28   28   50    60508  DPARAL2    G	1.5  -
Row:     48450 48430 05-08-19    07:56   29 20632709  100  H2_full  0.80     0.88   4558   11.0   1928   0   28   28   50    64337  DPARAL2    G	1.5  -
Row:     48452 48430 05-08-19    09:59   30 21653027  162  H2_full  0.80     0.88   4558   11.0   1928   0   28   28   50    63958  DPARAL2    G	1.5  -
Row:     48454 48430 05-08-19    12:51   29 20602476  106  H2_full  0.81     0.88   4558   11.0   1928   0   28   28   50    65911  DPARAL2    G	1.5  -
Row:     48455 48430 05-08-19    14:39   28 20071812   96  H2_full  0.80     0.87   4558   11.0   1928   0   28   28   50    65560  DPARAL2    G	1.5  -
Row:     48456 48456 05-08-19    16:19   19 16312157  157  H2_full  0.90     0.88   4558    8.0   1928   0   28   28   50    78718    AMOL2    G	1.5  -
Row:     48460 48460 05-08-19    19:41   24 20015313  149  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50    92901    AMOL2    G	1.5  -
Row:     48461 48461 05-08-19    22:13   24 20021439  158  H2_full  0.95     0.94   4558    8.0   1928   0   28   28   50    83820    AMOL2    G	1.5  -
Row:     48462 48461 05-08-20    01:01   29 20651726   99  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    49389  DPARAL2    G	1.5  -
Row:     48463 48461 05-08-20    02:47   27 19477704  113  H2_full  0.85     0.91   4558   11.0   1928   0   28   28   50    57407  DPARAL2    G	1.5  -
Row:     48464 48461 05-08-20    04:44   28 20015457  104  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    45818  DPARAL2    G	1.5  -
Row:     48465 48461 05-08-20    06:30   13  9319607   56  H2_full  0.85     0.90   4558   11.0   1928   0   28   28   50    27216  DPARAL2    G	1.5  -
Row:     48466 48461 05-08-20    13:43   28 20075482  104  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50    81601  DPERPL2    G	1.5  -
Row:     48467 48461 05-08-20    15:31   28 20118888  141  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50    81746  DPERPL2    G	1.5  -
Row:     48468 48461 05-08-20    17:56   25 18054058  184  H2_full  0.85     0.90   4558   11.0   1928   0   28   28   50    75251  DPERPL2    G	1.5  -
Row:     48469 48461 05-08-20    20:42   30 21305892  101  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    54593  DPERPL2    G	1.5  -
Row:     48470 48461 05-08-20    22:25   28 20024648   96  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    57485  DPERPL2    G	1.5  -
Row:     48471 48461 05-08-21    00:05   29 20239308  115  H2_full  0.84     0.89   4558   11.0   1928   0   28   28   50    80590  DPERPL2    G	1.5  -
Row:     48472 48461 05-08-21    02:06   29 20652306  122  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50   108063  DPERPL2    G	1.5  -
Row:     48473 48461 05-08-21    04:11    6  3738470   23  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50    21203  DPERPL2    G	1.5  -
Row:     48476 48461 05-08-21    05:24   29 20167600  111  H2_full  0.87     0.90   4558   11.0   1928   0   28   28   50   125987  DPERPL2    G	1.5  -
Row:     48477 48461 05-08-21    07:18   28 20005163  105  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50   126344  DPERPL2    G	1.5  -
Row:     48478 48461 05-08-21    09:07   18 12378240   90  H2_full  0.86     0.90   4558   11.0   1928   0   28   28   50    77611  DPERPL2    G	1.5  -
Row:     48479 48461 05-08-21    10:47   28 20007573  100  H2_full  0.86     0.89   4558   11.0   1928   0   28   28   50   125279  DPERPL2    G	1.5  -
Row:     48481 48461 05-08-21    12:39   28 19990685  122  H2_full  0.87     0.91   4558   11.0   1928   0   28   28   50   141649  DPERPL2    G	1.5  -
Row:     48482 48461 05-08-21    14:44   28 20024765  193  H2_full  0.85     0.89   4558   11.0   1928   0   28   28   50    94821  DPERPL2    G	1.5  -
Row:     48483 48461 05-08-21    18:04   29 20458876  213  H2_full  0.84     0.92   4558   11.0   1928   0   28   28   50    37613  DPERPL2    G	1.5  -
Row:     48484 48461 05-08-21    21:39   28 20025614  100  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    57893  DPERPL2    G	1.5  -
Row:     48485 48461 05-08-21    23:21   28 20033645  108  H2_full  0.85     0.90   4558   11.0   1928   0   28   28   50    73187  DPERPL2    G	1.5  -
Row:     48486 48461 05-08-22    01:17   28 20054616  106  H2_full  0.83     0.89   4558   11.0   1928   0   28   28   50    58325  DPERPL2    G	1.5  -
Row:     48487 48461 05-08-22    03:06   32 22835234  125  H2_full  0.84     0.89   4558   11.0   1928   0   28   28   50    87381  DPERPL2    G	1.5  -
Row:     48488 48461 05-08-22    05:15    8  5555379   28  H2_full  0.82     0.88   4558   11.0   1928   0   28   28   50    22533  DPERPL2    J	1.5  -
Row:     48489 48489 05-08-22    05:50   26 20077889  136  H2_full  0.94     0.93   4558    8.0   1928   0   28   28   50    93014    AMOL2    G	1.5  -
Row:     48491 48489 05-08-22    08:14   24 20725985  186  H2_full  0.96     0.95   4558    8.0   1928   0   28   28   50   105445    AMOL2    G	1.5  -
Row:     48492 48492 05-08-22    11:54   24 20625985  186  H2_full  0.96     0.95   4558    8.0   1928   0   28   28   50   105445    AMOL2    G	1.5  -
Row:     48493 48492 05-08-22    15:04   11  7072516   32  H2_full  0.78     0.87   4558   12.0   1928   0   28   28   50    22313  DPARAL2    G	1.5  -
Row:     48500 48492 05-08-22    19:03   29 20029617   95  H2_full  0.80     0.87   4558   12.0   1928   0   28   28   50    63717  DPARAL2    G	1.5  -
Row:     48501 48492 05-08-22    20:41   29 20197711  103  H2_full  0.80     0.87   4558   12.0   1928   0   28   28   50    59097  DPARAL2    G	1.5  -
Row:     48502 48492 05-08-22    22:26   13  9147154   74  H2_full  0.85     0.90   4558   12.0   1928   0   28   28   50    39711  DPARAL2    G	1.5  -
Row:     48503 48492 05-08-22    23:56   29 20396257  110  H2_full  0.82     0.89   4558   12.0   1928   0   28   28   50    80901  DPARAL2    G	1.5  -
Row:     48504 48492 05-08-23    01:49   19 12880661   74  H2_full  0.78     0.86   4558   12.0   1928   0   28   28   50    43618  DPARAL2    G	1.5  -
Row:     48505 48492 05-08-23    03:06   29 20058675  110  H2_full  0.82     0.89   4558   12.0   1928   0   28   28   50    74446  DPARAL2    G	1.5  -
Row:     48506 48492 05-08-23    05:00   17 11371784  120  H2_full  0.90     0.93   4558   12.0   1928   0   28   28   50    86915  DPARAL2    J	1.5  -
Row:     48507 48492 05-08-23    07:09   29 20031085  112  H2_full  0.81     0.89   4558   12.0   1928   0   28   28   50    68690  DPARAL2    G	1.5  -
Row:     48508 48492 05-08-23    09:05   31 21354985  109  H2_full  0.81     0.88   4558   12.0   1928   0   28   28   50    83851  DPARAL2    G	1.5  -
Row:     48509 48492 05-08-23    10:58   40 28037295  143  H2_full  0.81     0.88   4558   12.0   1928   0   28   28   50   104423  DPARAL2    G	1.5  -
